Article_id,credibility
2102,145.8
2103,158.5
2104,124.4
2106,33.0
2108,56.9
2110,27.1
2112,18.6
2113,19.9
2114,76.6
2115,47.5
2116,153.9
2117,43.7
2118,49.1
2120,23.9
2121,1.1
2122,566.2
2123,7.9
2125,11.7
2126,119.0
2127,3.2
2128,36.1
2129,149.8
2130,199.6
2132,0.5
2134,211.6
2136,82.9
2137,20.5
2138,2.6
2139,190.8
2140,254.3
2141,117.5
2142,26.1
2144,439.8
2145,17.9
2147,127.7
2148,39.5
2149,3.2
2150,2.5
2151,29.2
2152,135.1
2153,44.6
2154,749.3
2155,1.1
2156,344.6
2160,29.6
2161,21.6
2162,213.4
2163,48.9
2164,3.6
2165,7.8
2166,181.0
2167,10.9
2170,20.1
2171,31.4
2174,809.5
2175,107.9
2176,145.5
2178,436.1
2179,76.7
2180,35.0
2185,565.8
2186,133.4
2187,128.1
2188,7.0
2190,0.5
2192,186.1
2193,72.9
2194,204.0
2195,313.2
2196,219.7
2197,80.2
2198,34.4
2199,105.1
2200,20.6
2201,50.4
2202,33.2
2203,20.7
2204,189.5
2205,5.7
2206,0.5
2207,26.8
2208,113.8
2209,32.0
2210,46.3
2213,5.4
2215,126.1
2216,72.2
2217,163.0
2218,18.8
2219,259.8
2221,30.8
2222,88.4
2224,192.9
2226,126.2
2227,3.7
2230,16.0
2232,2.0
2233,36.1
2234,179.1
2235,29.9
2236,54.7
2237,61.6
2238,32.4
2239,39.1
2240,1.0
2241,103.9
2242,65.8
2243,87.9
2244,22.2
2245,15.5
2246,70.9
2247,50.1
2249,2.0
2250,6.9
2251,40.9
2254,103.2
2255,0.5
2257,105.7
2259,194.6
2264,11.4
2268,73.7
2269,0.5
2270,128.6
2271,1.0
2273,215.3
2274,74.8
2278,87.9
2279,206.6
2282,28.4
2283,47.7
2284,21.8
2286,59.6
2287,42.4
2288,15.1
2289,68.0
2290,1.5
2293,179.4
2295,3.2
2296,52.7
2299,15.6
2300,148.5
2303,191.7
2304,17.1
2305,74.2
2306,0.5
2308,44.7
2310,281.8
2313,14.1
2314,59.3
2315,204.2
2316,44.4
2318,47.8
2319,2.7
2320,0.5
2321,467.8
2322,26.8
2323,38.1
2326,194.2
2328,94.0
2329,8.6
2330,16.1
2331,21.6
2332,56.4
2333,35.6
2335,52.3
2338,19.6
2339,11.0
2340,21.0
2341,49.0
2343,29.9
2345,106.3
2346,22.9
2348,62.2
2349,26.0
2355,0.7
2356,35.8
2357,104.9
2358,239.3
2359,17.2
2360,20.3
2362,166.9
2363,37.5
2368,62.5
2369,150.6
2371,57.5
2372,14.6
2375,223.3
2376,44.3
2377,289.9
2379,4.6
2380,104.2
2381,9.8
2382,35.3
2383,33.5
2384,16.8
2386,300.2
2388,120.2
2389,20.5
2390,46.8
2391,36.5
2392,47.0
2393,44.8
2394,51.3
2395,186.0
2396,84.6
2397,184.6
2398,50.0
2399,100.9
2400,259.5
2402,175.1
2403,277.8
2405,35.5
2406,47.2
2408,66.8
2409,29.3
2411,126.0
2412,4.7
2414,43.0
2415,104.3
2416,31.7
2417,77.6
2418,181.5
2419,1.0
2420,713.9
2421,0.5
2422,107.1
2425,191.9
2427,19.8
2428,75.4
2429,30.0
2431,48.6
2432,1.0
2433,60.1
2434,1.0
2435,2.3
2436,54.8
2439,27.5
2440,26.0
2441,17.3
2442,154.1
2443,118.3
2444,32.2
2446,0.5
2447,244.2
2448,15.8
2452,21.5
2453,0.6
2457,121.7
2459,5.1
2460,748.1
2461,6.0
2463,50.0
2465,63.9
2466,39.5
2467,49.0
2469,12.6
2470,26.6
2471,16.5
2472,65.7
2473,38.5
2474,63.0
2475,14.2
2476,16.2
2477,27.0
2478,13.7
2482,163.7
2483,200.3
2484,52.2
2486,10.1
2487,14.1
2489,1.0
2490,19.9
2493,182.4
2494,84.0
2495,0.5
2496,0.5
2499,87.8
2500,344.3
2501,31.5
2502,6.0
2503,118.8
2504,198.1
2506,15.1
2508,143.7
2509,0.5
2510,34.9
2511,27.0
2512,41.5
2514,49.0
2519,31.4
2520,10.8
2523,3.6
2524,93.0
2525,0.5
2526,23.0
2528,16.7
2529,42.5
2531,6.1
2533,1.0
2534,102.6
2536,17.1
2537,2.2
2539,120.9
2542,1.6
2543,93.7
2544,32.7
2546,41.9
2547,171.9
2551,17.0
2552,28.4
2553,42.5
2557,1.1
2558,11.7
2559,8.7
2560,35.5
2561,2.7
2563,73.1
2564,205.6
2565,0.6
2568,0.5
2572,1.1
2573,61.9
2574,44.1
2575,307.5
2577,38.4
2578,15.4
2580,12.5
2581,144.3
2582,6.5
2583,14.7
2584,0.5
2585,0.9
2586,1.1
2589,2.1
2592,13.5
2593,213.4
2594,405.5
2597,40.2
2598,46.6
2599,9.5
2602,16.7
2603,6.4
2604,4.5
2605,9.3
2606,16.1
2607,19.9
2608,16.3
2609,26.8
2610,29.9
2612,2.6
2613,25.2
2616,112.4
2617,14.8
2618,28.7
2619,5.6
2620,13.1
2621,14.9
2622,19.1
2623,12.7
2624,49.0
2626,24.1
2627,68.5
2628,47.8
2629,20.1
2630,8.3
2631,9.7
2632,23.6
2633,4.6
2634,13.3
2635,5.2
2637,25.6
2638,1.5
2639,34.7
2640,42.1
2641,16.2
2642,73.8
2643,0.5
2644,0.5
2645,54.1
2646,9.9
2647,1.0
2654,3.1
2661,47.8
2662,14.5
2663,24.2
2664,30.4
2665,8.5
2666,17.7
2667,13.3
2668,29.7
2670,21.8
2671,12.0
2672,2.1
2673,13.6
2674,15.2
2675,6.8
2676,44.2
2677,18.4
2678,36.5
2679,12.6
2680,9.4
2681,33.2
2682,1.6
2683,7.7
2684,8.3
2685,23.2
2686,14.6
2687,22.7
2688,51.2
2689,46.0
2690,7.4
2691,24.5
2692,36.4
2693,99.4
2694,44.6
2695,39.6
2696,7.9
2697,0.5
2698,23.4
2699,27.2
2700,15.5
2701,42.2
2702,21.6
2703,33.5
2704,47.9
2705,103.4
2707,7.0
2709,81.6
2710,54.0
2711,1.5
2712,17.6
2713,4.8
2714,17.0
2715,55.4
2716,17.0
2717,22.1
2718,86.4
2719,4.0
2720,13.6
2721,125.3
2722,63.3
2723,158.5
2724,37.1
2725,0.5
2726,7.8
2728,6.0
2729,6.6
2732,16.1
2733,207.3
2734,204.8
2735,200.6
2736,148.2
2738,36.2
2739,10.1
2740,11.8
2741,45.6
2742,4.6
2745,119.6
2746,5.1
2747,62.2
2749,120.9
2751,1.0
2752,197.9
2753,99.3
2754,21.8
2756,78.2
2758,26.7
2759,1.0
2760,12.7
2761,78.4
2762,19.8
2763,49.0
2764,65.8
2766,15.5
2767,39.7
2768,1.1
2769,7.8
2770,24.7
2771,162.8
2778,123.7
2779,149.3
2780,62.4
2781,57.1
2782,98.9
2783,68.6
2784,90.8
2785,13.1
2786,96.1
2787,115.7
2788,79.2
2790,69.2
2792,104.9
2795,91.5
2799,15.3
2802,47.4
2803,128.0
2804,1.1
2807,94.9
2809,10.0
2810,21.1
2812,46.1
2813,56.6
2815,47.5
2819,123.9
2820,37.4
2822,68.2
2823,44.7
2824,58.7
2826,18.4
2827,15.9
2828,8.1
2829,0.5
2830,8.0
2832,264.6
2833,7.3
2834,76.0
2835,57.7
2836,22.9
2837,1.5
2838,54.9
2839,68.8
2840,36.6
2842,0.5
2843,12.2
2844,143.6
2846,74.2
2847,196.9
2848,0.6
2849,70.3
2850,26.6
2851,38.3
2853,13.7
2854,1.4
2856,13.2
2858,38.4
2861,409.3
2862,9.4
2864,59.9
2865,26.7
2866,26.9
2867,369.9
2868,8.7
2869,29.4
2870,72.3
2871,13.7
2872,4.6
2873,0.5
2875,39.5
2876,0.9
2877,55.0
2878,2.6
2880,0.6
2881,15.0
2883,87.0
2885,58.4
2889,42.4
2890,48.6
2893,86.5
2894,27.8
2896,0.6
2897,3.8
2899,21.4
2900,18.8
2902,0.5
2904,1.1
2905,191.2
2906,50.7
2907,16.2
2908,24.2
2909,270.1
2911,78.9
2912,0.7
2913,15.7
2914,0.5
2915,12.4
2916,18.0
2917,20.0
2919,68.9
2920,46.7
2923,274.6
2925,95.4
2926,0.5
2927,239.60000000000002
2928,54.8
2929,1.5
2934,120.6
2935,17.1
2936,25.1
2938,5.0
2939,9.2
2940,110.3
2941,16.2
2942,39.4
2943,53.2
2944,551.9
2945,18.5
2947,23.7
2948,22.6
2950,13.9
2952,58.1
2953,169.3
2955,66.7
2956,11.6
2957,15.9
2959,26.7
2961,40.5
2963,316.4
2964,3.2
2965,327.0
2966,9.2
2968,8.8
2969,1.0
2970,6.5
2971,1.1
2972,80.9
2973,268.3
2974,48.3
2975,45.8
2978,312.5
2980,0.7
2981,1.9
2983,213.7
2984,31.4
2985,5.7
2986,63.7
2987,83.7
2988,58.2
2989,28.8
2990,8.6
2991,7.7
2992,92.0
2994,73.5
2995,181.4
2997,17.1
2999,23.4
3000,15.3
3001,268.5
3002,236.2
3003,81.8
3004,25.9
3005,1.0
3006,3.8
3009,5.7
3010,37.7
3012,39.1
3013,25.1
3014,13.0
3017,48.1
3018,90.7
3019,62.1
3020,9.9
3021,23.6
3022,66.3
3023,3.5
3027,190.5
3028,0.5
3029,48.9
3032,36.5
3033,7.9
3034,49.8
3035,14.8
3036,40.8
3037,19.4
3038,54.5
3039,8.9
3040,18.9
3041,1.0
3043,24.9
3044,35.4
3045,13.4
3046,46.7
3047,1.0
3048,2.0
3049,161.5
3051,12.1
3052,93.9
3053,7.7
3054,37.0
3055,48.3
3057,16.6
3058,146.4
3059,0.5
3060,109.6
3062,6.7
3065,10.9
3066,0.5
3067,42.5
3068,48.1
3070,54.3
3071,20.7
3072,74.1
3074,8.2
3075,59.7
3076,59.6
3077,73.8
3078,52.3
3079,192.0
3080,257.5
3081,0.5
3082,21.2
3083,72.7
3084,112.7
3085,12.3
3086,2.8
3087,10.5
3088,18.2
3089,7.6
3090,17.3
3092,77.8
3093,19.2
3095,30.9
3096,73.6
3100,21.9
3101,29.1
3104,31.0
3105,77.6
3106,1.2
3107,48.9
3110,62.3
3111,85.4
3112,22.9
3114,23.0
3116,16.8
3117,43.9
3118,106.8
3119,29.7
3120,36.3
3121,7.8
3122,8.3
3123,13.9
3124,14.0
3125,4.8
3126,0.5
3129,12.1
3130,11.3
3132,44.6
3133,1.3
3134,29.9
3135,17.5
3136,0.5
3138,588.2
3140,1.1
3143,23.8
3144,65.1
3145,83.7
3146,38.1
3147,71.4
3148,19.3
3149,29.6
3150,88.5
3151,37.4
3152,51.5
3155,117.0
3158,21.6
3160,9.8
3161,40.4
3162,79.3
3164,37.8
3165,122.1
3168,30.0
3170,11.6
3171,56.7
3172,23.9
3173,108.2
3175,31.4
3176,105.7
3179,180.3
3180,115.4
3182,0.5
3183,8.3
3185,200.8
3188,1.7
3189,5.7
3192,39.0
3193,0.5
3194,20.4
3195,11.5
3196,21.8
3198,72.6
3199,587.6
3201,126.5
3203,7.4
3204,12.8
3205,9.3
3206,1.1
3209,23.0
3211,12.7
3212,456.3
3214,99.8
3215,6.5
3216,1.7
3217,103.8
3218,25.9
3220,2.0
3221,28.5
3222,22.5
3224,54.0
3225,89.0
3226,136.7
3227,0.6
3229,79.8
3230,11.6
3231,22.9
3233,27.7
3234,10.2
3235,9.4
3236,31.0
3237,39.7
3238,11.6
3240,30.2
3244,29.3
3246,87.5
3247,2.6
3248,0.5
3250,7.8
3251,8.3
3252,61.8
3253,48.0
3255,90.4
3256,66.0
3257,26.8
3258,42.1
3259,28.0
3260,2.0
3261,254.0
3262,63.2
3263,403.2
3264,2.0
3266,4.5
3268,68.3
3269,18.1
3270,15.9
3271,91.8
3273,75.6
3275,13.0
3277,215.8
3283,0.5
3290,0.5
3292,107.0
3295,87.3
3303,0.5
3307,0.5
3309,0.5
3310,1.1
3317,0.5
3323,1.1
3326,0.5
3328,0.5
3332,87.3
3333,172.5
3335,156.0
3336,48.4
3338,265.0
3340,63.3
3342,1.2
3343,640.9
3344,5.6
3347,11.6
3348,3.7
3352,341.8
3353,15.4
3354,644.7
3355,31.4
3356,1561.9
3358,4.7
3359,61.2
3360,69.4
3363,700.6
3364,95.3
3365,127.4
3366,0.5
3367,0.5
3370,37.0
3371,44.6
3373,0.5
3374,54.9
3375,50.8
3376,118.3
3378,163.2
3381,80.4
