user_id,credibility
8846,23274
8874,10177
8884,13600
8903,69780
8908,23187
8911,1739
8921,1240
8926,135829
8943,1803
8955,974
8956,464
8991,1096
8995,55552
9019,1981
9059,2585
9076,9401
9086,34916
9102,27250
9120,116484
9137,1022
9156,11066
9162,6219
9177,19431
9183,19150
9199,2815
9218,11116
9232,146584
9238,11905
9244,13803
9254,1069
9268,2264
9282,4192
9305,6343
9313,7247
9364,1751
9385,37155
9389,35854
9432,2266
9446,2651
9449,31193
9471,9067
9475,137814
9486,10141
9493,20782
9503,43312
9565,19079
9574,308
9592,6556
9595,30255
9613,7366
9621,24374
9680,38143
9697,151838
9709,26430
9718,81707
9723,504
9724,1758
9727,30385
9731,1471
9759,174086
9792,296
9806,90587
9816,23278
9836,5056
9855,10080
9864,105420
9867,20370
9876,21531
9897,79295
9920,11803
9932,33681
9938,15276
9963,8448
9973,15553
9992,268610
9993,47416
9999,477
10003,27159
10009,70
10013,7204
10033,3167
10049,178531
10051,14596
10059,93394
10064,9318
10080,4034
10096,27349
10106,66740
10109,195810
10116,23290
10121,3279
10149,4523
10183,3801
10200,3406
10201,2133
10206,2256
10225,30304
10227,17468
10232,906
10244,3084
10256,4096
10267,20734
10273,4214
10317,10761
10319,48649
10331,8530
10379,91278
10387,3064
10404,10741
10436,588
10465,19359
10467,16123
10481,47570
10512,200262
10517,46420
10533,3158
10547,1141
10574,10433
10582,34482
10610,11732
10623,10880
10624,715
10627,16356
10642,30715
10643,36245
10682,35984
10695,10419
10714,8180
10719,3133
10722,21726
10734,3117
10745,28396
10752,12012
10757,207443
10769,368
10777,25374
10784,114353
10795,218973
10800,11179
10815,1063
10824,9776
10837,11324
10857,91417
10873,138
10888,46814
10903,326
10915,36835
10969,16233
10999,30439
11008,1915
11035,12058
11061,65962
11070,15554
11096,41725
11110,3212
11169,81316
11202,58
11205,4758
11232,4013
11304,39700
11319,3678
11376,738
11396,47093
11404,22222
11474,35357
11526,12444
11528,2200
11602,3568
11618,9157
11623,985
11639,22935
11682,99
11716,8616
11745,50685
11753,12371
11777,259
11835,2605
11850,12466
11870,9320
11881,19343
11907,68226
12013,7458
12028,169601
12033,28037
12039,10428
12070,48917
12112,1994
12176,32958
12190,5607
12195,870
12311,60217
12316,70686
12347,4633
12360,33621
12365,4044
12403,85894
12429,51810
12443,4609
12481,3988
12485,1122
12489,5298
12499,22075
12505,7198
12540,12447
12542,11367
12568,2114
12578,2237
12588,11690
12613,11276
12620,52465
12741,15431
12810,13243
12814,5127
12856,5386
12870,17014
12875,36369
12876,17222
12881,7012
12919,4000
12927,9223
12943,1052
12965,73318
12978,443206
12980,42887
13008,239314
13018,263
13025,24739
13040,57200
13051,189938
13052,4103
13056,5765
13073,80
13102,4826
13113,914
13117,1169
13136,27712
13213,16405
13223,12950
13277,13673
13405,942
13420,32672
13425,1729
13428,11986
13429,59359
13446,480
13476,174629
13531,9067
13560,8908
13575,19198
13578,30037
13649,6873
13661,59462
13665,6022
13690,509
13705,25827
13721,8917
13732,53354
13744,1602
13747,25686
13774,21948
13783,20621
13798,27318
13800,217654
13802,3957
13821,7828
13830,11414
13833,83750
13834,27725
13837,31633
13842,3173
13952,3684
13976,31128
13978,13186
13995,10493
14002,43981
14010,52673
14063,9065
14064,71875
14102,5701
14114,5797
14226,199
14229,41482
14247,522
14249,990
14285,47338
14300,8582
14346,26743
14390,24702
14405,9491
14414,641
14486,192933
14515,33492
14544,24865
14584,300
14638,326
14662,1766
14755,3814
14782,11800
14784,25680
14845,3472
14878,32017
14924,10492
14940,66952
14995,1478
14998,16798
15102,2440
15105,3772
15106,280
15126,44405
15130,225798
15135,23188
15136,1624
15144,3157
15157,991
15168,536
15182,1927
15251,4632
15282,2689
15285,1105
15287,1162
15348,5025
15354,15684
15356,26876
15365,14395
15370,59365
15380,6989
15434,6159
15441,36
15476,51597
15516,322
15602,480
15610,2482
15647,684
15708,241412
15750,5880
15756,136206
15765,11761
15768,22086
15789,239647
15822,214077
15865,71044
15941,96467
15951,1163
15956,8977
15970,19682
15998,2630
16003,2052
16040,12666
16044,3245
16057,32670
16075,7201
16088,201
16130,6253
16168,61466
16175,224664
16226,134900
16273,1177
16276,27074
16303,83279
16439,5686
16445,12335
16455,47511
16559,10929
16565,2352
16582,364
16603,14242
16620,4293
16685,8639
16693,2461
16702,25331
16734,27949
16754,28713
16792,9558
16805,48184
16817,13163
16822,17153
16824,22025
16827,907
16840,8712
16846,42434
16874,791
16897,36148
16916,18364
16924,191374
16952,643
16994,1639
17001,1578
17013,72
17022,1472
17124,3933
17136,10340
17145,41935
17161,33738
17163,286231
17171,39542
17207,35312
17226,78281
17235,2504
17250,1882
17287,127016
17302,26589
17354,4662
17447,90764
17456,84554
17487,4371
17541,1605
17609,11416
17611,306
17645,13730
17790,198935
17880,14966
17892,6563
18024,31097
18027,6907
18034,82556
18048,57523
18084,87275
18133,3169
18242,70362
18290,42557
18454,19164
18489,182
18497,1484
18500,30447
18535,1881
18610,67817
18620,110012
18710,29610
18738,68507
18776,23857
18777,13938
18829,11065
18834,4132
18852,3047
18899,62946
18901,3132
18931,212601
18954,443
18980,34971
19009,203762
19016,2994
19028,899
19047,9151
19058,2418
19089,245
19091,9177
19148,1003
19151,23923
19159,10080
19166,9060
19217,34197
19235,1139
19383,11156
19431,93065
19451,6051
19510,3572
19527,92302
19556,69229
19589,4997
19619,116619
19634,33368
19642,6881
19653,6019
19827,2046
19828,308
19833,77336
19845,1345
19858,3597
19883,3484
19898,10869
19910,9892
19940,8568
19951,5441
20131,20234
20134,68406
20151,63001
20152,60340
20161,2005
20178,108419
20188,14319
20228,1051
20233,6816
20238,12122
20244,4237
20265,3371
20268,1725
20272,38119
20295,1678
20318,115649
20329,105972
20332,63495
20340,20914
20358,653
20359,9081
20373,12759
20381,29072
20395,11616
20521,45134
20540,10066
20541,1319
20551,11550
20571,17522
20585,14973
20587,2225
20588,21366
20597,510
20612,14407
20659,27574
20712,4922
20726,18069
20740,15536
20759,163240
20771,382
20772,73297
20842,35800
20855,86780
20899,540
20905,14784
20944,4376
20963,64589
20967,40134
20978,42515
21013,207555
21036,75241
21039,733
21047,70274
21085,4995
21140,40479
21150,8821
21175,22065
21209,3138
21258,11275
21308,548
21325,8425
21375,14234
21390,17702
21397,19697
21424,4932
21434,183
21443,3536
21492,316086
21512,4313
21524,6186
21542,25424
21546,8990
21558,2363
21592,24189
21647,16260
21669,8905
21678,1837
21727,30957
21737,88431
21791,875
21804,54251
21834,60696
21860,72163
21887,85107
21902,39020
21916,169205
21931,1645
21968,193925
22016,38288
22043,21463
22059,94570
22090,14734
22105,12674
22117,3009
22254,7358
22302,6142
22331,3639
22440,4335
22444,89276
22449,131014
22472,33769
22475,15259
22544,57016
22568,7369
22571,8352
22582,9731
22605,130
22619,142278
22631,37660
22701,1855
22727,16576
22731,12071
22743,183031
22841,153410
22867,28181
22936,26151
22949,10467
22979,3420
23013,3953
23076,145061
23090,4230
23137,1417
23179,36578
23204,104149
23320,135263
23334,17579
23347,3981
23407,56906
23533,202
23577,3380
23582,254
23616,3884
23645,6724
23657,69091
23736,40397
23738,11075
23743,128282
23751,10879
23766,418
23795,4352
23820,18244
23839,331
23885,11974
23903,1000
23930,144
23958,76067
23999,147917
24016,12667
24024,73409
24061,3148
24136,2644
24164,86392
24180,19010
24198,125517
24204,6975
24271,6821
24275,3813
24278,19117
24315,30302
24327,7231
24359,58910
24373,262323
24385,8586
24398,7976
24428,16182
24550,447
24644,891
24696,4269
24724,178
24732,2939
24738,2721
24739,4923
24741,34663
24744,119726
24835,30472
24898,16268
24902,67762
25013,30388
25065,106044
25132,5010
25167,48551
25173,4652
25241,84807
25253,25397
25261,1016320
25298,16225
25394,21586
25449,25567
25471,8978
25507,11801
25556,41466
25568,36358
25619,11050
25655,4873
25667,241217
25710,20244
25729,21593
25742,9857
25799,4577
25824,17087
25873,12277
26068,103570
26102,8684
26121,17308
26163,39914
26176,4106
26182,17012
26195,77009
26201,18093
26248,114529
26249,4406
26255,10272
26270,6400
26298,4259
26348,1219
26366,16222
26368,25289
26381,28666
26395,1207
26468,83054
26472,35169
26527,2392
26576,38110
26606,104183
26609,124
26670,19028
26675,205462
26692,81513
26742,20710
26772,25522
26798,11752
26801,97573
26802,5954
26861,25909
26908,390
26939,39685
26947,35500
26953,1547
26995,171013
27043,13857
27288,3171
27307,44234
27322,3607
27481,56201
27549,225
27595,413
27652,7169
27715,678
27724,2733
27735,26083
27749,19524
27762,18771
27771,2826
27792,39488
27798,3274
27812,19496
27822,261617
27906,2187
27922,188381
27930,45008
28065,120225
28074,1651
28107,102722
28155,25025
28190,122812
28219,26332
28250,9947
28264,16550
28274,448
28312,212
28357,962
28358,16759
28381,88115
28394,2089
28422,135611
28438,431016
28439,26593
28465,20361
28466,1862
28474,14549
28476,16381
28478,24019
28499,7852
28500,622
28522,38749
28559,40430
28564,58096
28607,7256
28622,172287
28679,25352
28704,1277
28715,11204
28804,26532
28830,155331
28886,244802
28893,4647
28921,6603
29003,6457
29048,78876
29073,31069
29085,6900
29109,8861
29161,35553
29184,45634
29207,11449
29210,141714
29217,2200
29245,6060
29293,14476
29296,1655
29326,2250
29363,19020
29394,2203
29395,61707
29471,577
29508,691
29526,7342
29607,19729
29611,526
29642,21599
29678,160256
29681,128
29686,3865
29688,44760
29695,193433
29707,16624
29766,1569
29771,3321
29797,8659
29802,14592
29841,4372
29856,52913
29890,44779
29891,101
29920,11730
29958,36821
29986,157857
30028,6389
30036,380
30074,19142
30091,3944
30094,14677
30099,3486
30111,13268
30132,37562
30149,20134
30200,64573
30225,94165
30247,915
30263,1895
30318,582
30410,818
30413,451
30415,93428
30470,18308
30528,434636
30543,10196
30550,12408
30578,9957
30601,104559
30614,9185
30616,605
30630,31251
30638,2043
30681,40125
30697,1483
30704,60946
30706,109234
30728,3243
30773,23149
30780,12431
30878,9482
30906,82
30981,116005
31035,12027
31073,72400
31080,3323
31082,4153
31175,81780
31197,48199
31280,111401
31281,17503
31372,161
31377,29143
31383,23435
31457,22548
31520,17036
31530,35240
31618,87908
31635,13364
31663,15357
31706,20816
31749,51459
31796,2133
31797,83514
31831,138376
31851,97996
31917,168
31928,81526
31941,6733
31946,15999
31951,56171
31969,34046
31990,11037
32005,71363
32104,70496
32233,72071
32267,25081
32272,175374
32292,72318
32295,12471
32317,20380
32337,31035
32345,23719
32380,16734
32383,81193
32392,68550
32406,2186
32450,8068
32452,82211
32476,10673
32505,11899
32530,1237
32573,16145
32578,1212
32727,18487
32750,22843
32794,9654
32828,2830
32875,63475
32936,5460
32942,8982
32947,29047
32951,1376
33015,14277
33032,60988
33042,17861
33044,14752
33056,9510
33099,1974
33103,470577
33119,29259
33145,144972
33150,671
33162,3385
33188,222
33215,1138
33244,1029
33268,19730
33309,9216
33312,16223
33352,97820
33387,83977
33390,4329
33406,23955
33417,369773
33445,4799
33469,9049
33499,177
33566,132441
33598,20639
33618,6739
33684,153287
33700,11825
33714,15541
33718,48119
33749,36483
33894,8134
33972,14026
34229,1169
34279,1334
34285,10782
34289,93321
34298,24002
34312,48637
34334,12678
34358,4053
34393,52812
34421,5987
34433,25750
34451,34056
34455,2574
34459,6866
34462,1025
34467,284232
34477,31463
34483,12537
34514,21398
34579,6742
34628,52922
34650,25319
34669,12965
34679,37913
34710,6017
34711,38559
34738,21814
34751,27314
34781,18157
34782,39730
34793,67449
34804,10605
34839,1051
34843,5369
34901,37855
34965,3702
34978,146473
35028,23760
35045,623
35055,11708
35069,27485
35090,107667
35100,18245
35129,411
35155,177
35184,50417
35188,34217
35201,18949
35218,2281
35258,33348
35278,68917
35295,17725
35314,62864
35331,73089
35390,20967
35435,3432
35480,4952
35483,3343
35495,49383
35497,5934
35530,26243
35551,2838
35592,43659
35616,54767
35639,59325
35652,54144
35683,20462
35696,582
35702,10585
35713,13902
35742,25915
35746,39467
35752,85484
35782,24667
35807,45575
35830,21292
35836,48087
35839,9412
35844,11577
35881,473
35888,140803
35906,8465
35909,20660
35929,2231
35947,372060
35961,16681
35965,91742
36004,2047
36005,86296
36023,5141
36025,1767
36029,28399
36070,5300
36136,5675
36171,59777
36204,48711
36245,30356
36250,24936
36259,13282
36352,59141
36355,9408
36362,7595
36365,32638
36389,157345
36424,36765
36433,1661
36438,8150
36475,8511
36478,883
36536,7691
36543,26553
36643,2083
36708,23330
36729,9623
36741,1686
36806,21043
36812,16579
36827,5737
36843,81958
36844,29678
36911,1786
37056,23256
37125,81562
37144,7970
37157,43420
37169,27589
37190,1256
37284,60641
37293,11642
37304,11419
37349,14251
37386,4134
37394,16695
37404,69713
37448,2315
37456,6157
37458,10879
37459,9306
37471,32067
37527,41668
37551,38201
37584,47257
37586,16079
37601,2979
37636,7079
37656,9090
37719,807
37736,36421
37752,59365
37789,38300
37801,307
37835,4769
37878,397536
37927,43623
37937,19750
37978,9591
37985,21339
37986,281449
38016,24743
38020,85676
38027,123779
38090,3782
38116,2740
38129,2413
38153,12865
38198,30235
38226,681
38287,1619
38298,447
38427,15913
38428,12130
38445,3924
38455,251423
38462,12712
38496,18810
38501,250134
38525,3672
38531,1316
38570,6353
38630,2169
38633,17705
38664,173591
38681,4225
38684,4399
38759,96122
38772,10263
38775,32527
38898,9215
38915,1543
38931,5281
38960,703
38984,95686
38985,18465
39004,6465
39032,10342
39058,977
39067,31442
39080,12620
39099,45341
39197,24171
39203,19894
39297,114
39344,892
39359,5209
39421,10342
39452,34249
39512,2101
39515,11361
39573,74158
39605,2578
39699,10825
39716,13316
39721,8070
39722,10046
39723,72367
39755,44263
39762,760
39789,12134
39836,40976
39844,32361
39860,18600
39874,4469
39994,6785
40019,5486
40047,1857
40068,4510
40074,7170
40082,33997
40231,70944
40277,62478
40342,2267
40363,5519
40364,4802
40373,1726
40376,10163
40390,11617
40451,20503
40472,3056
40487,82190
40520,4919
40553,9392
40613,1215
40634,1241
40647,3161
40695,3084
40801,36677
40885,66952
40893,8946
40898,2291
40903,13720
40914,35776
40933,422
40984,28938
40989,2159
40999,2030
41050,15965
41149,7859
41153,28720
41175,7545
41208,922
41228,56057
41237,220
41324,1020
41420,94752
41602,70048
41614,18839
41616,14147
41652,14264
41667,78454
41678,780
41690,61735
41703,7090
41710,8622
41723,117455
41759,78119
41773,9422
41799,72755
41811,1111
41853,5056
41864,15714
41874,97
41915,24237
41931,10076
41957,9451
41980,44453
41983,62082
41995,162281
42014,24208
42037,34727
42062,53039
42075,564
42168,392323
42172,32049
42188,6709
42219,15612
42228,1811
42254,87595
42259,15061
42355,19907
42385,234795
42389,99955
42395,23378
42424,54040
42464,75822
42525,50231
42558,83276
42592,10836
42602,42386
42609,1815
42628,25444
42630,235
42636,53545
42667,116116
42668,16870
42677,135
42686,2503
42752,19046
42799,2544
42800,72
42818,44938
42847,40018
42863,26108
42891,11927
42901,32780
42906,15785
42935,18171
42989,114119
42998,72298
43000,70481
43015,13097
43038,5817
43050,480
43108,21594
43152,19323
43158,17574
43221,31859
43304,8511
43325,2037
43429,5937
43485,1878
43492,3573
43530,115897
43566,21714
43579,55577
43589,9727
43590,6864
43625,6362
43642,37978
43680,297697
43703,4205
43714,756
43803,906
43805,16654
43816,2734
43844,105872
43939,52559
43974,2873
43986,357
44008,939
44020,774721
44029,21789
44031,25597
44046,3338
44062,132008
44087,263238
44134,41354
44171,17400
44253,53624
44286,16655
44342,10594
44378,7419
44393,1199
44397,28842
44414,18910
44416,13949
44425,284
44426,2641
44441,5923
44443,9982
44454,26896
44455,2483
44476,28211
44491,8465
44526,23753
44539,11483
44559,2036
44563,15500
44566,6059
44633,1127
44666,34417
44703,2595
44707,11391
44727,371624
44750,185555
44833,284763
44845,85673
44846,109839
44857,11994
44867,26317
44906,14430
44918,776
44919,5807
44959,28831
44964,23662
45063,13895
45073,735
45076,28942
45088,6138
45094,10850
45130,13576
45252,19076
45255,801
45291,790
45336,37915
45383,13153
45409,9142
45438,2160
45453,5315
45536,8676
45569,1939
45599,6235
45645,31625
45657,15393
45685,16018
45710,2144
45774,1059
45783,28081
45791,11270
45811,925
45824,3770
45825,50929
45892,2614
45959,26445
45977,3402
45998,24736
46083,89252
46115,16831
46136,22183
46160,108908
46206,8823
46208,25626
46219,183985
46238,63968
46257,209
46261,9369
46265,32026
46268,15782
46343,284
46398,20091
46497,38071
46525,20819
46555,122817
46651,39246
46664,2189
46698,859
46829,13099
46877,9101
46880,17789
46944,1284
46961,4270
47080,42707
47115,1892
47271,1309
47273,391
47291,116371
47303,9934
47308,278
47347,813
47378,9693
47382,81
47464,21168
47485,580
47505,953
47506,105959
47523,5350
47543,10142
47558,91201
47563,5609
47619,18305
47623,33101
47639,7963
47713,36319
47801,1033
47881,13290
47905,1240
47912,11790
47914,308
47920,33659
47936,8516
47947,161728
47960,253531
47982,32282
48002,18465
48013,40275
48037,6797
48038,1741
48054,50266
48123,104
48143,45366
48150,64893
48159,21082
48186,3785
48192,2636
48224,15175
48239,4077
48269,2962
48275,3876
48296,91930
48410,10339
48455,30060
48457,3620
48481,223
48494,10289
48519,24734
48535,25721
48553,63201
48598,4336
48653,13191
48676,23657
48692,4254
48734,3642
48742,33087
48766,205
48784,4143
48791,54723
48838,2156
48902,7163
48904,37719
48929,7738
48953,576
48983,31474
48992,179
49010,334019
49019,867
49021,35197
49112,1036
49120,1346
49124,24107
49147,32961
49222,1920
49236,30672
49254,28117
49272,37897
49293,21363
49312,75217
49447,12787
49471,4459
49475,40021
49481,1550
49523,117229
49529,6355
49547,6203
49577,82316
49611,2355
49634,2366
49716,9031
49757,9217
49775,36432
49811,673
49830,2161
49891,133
49920,58486
49935,43142
49943,149885
49946,2527
49959,883
49991,6022
50001,95901
50022,35886
50029,4751
50040,2719
50063,90785
50077,29498
50095,51715
50115,867
50127,2086
50172,6786
50196,7295
50198,5255
50242,14555
50261,30271
50280,102812
50304,7582
50356,31371
50397,7297
50457,79178
50459,30498
50591,1294
50629,52034
50654,6691
50690,9256
50693,2807
50800,63142
50816,108559
50832,4056
50853,8525
50881,62840
50882,20299
50930,8885
50935,7792
50942,25617
50958,30596
50984,189249
51039,417
51049,69279
51145,9178
51176,340
51232,9134
51235,1037353
51238,42797
51292,1216
51294,97171
51304,20844
51317,42068
51336,77463
51347,18619
51392,41195
51395,20788
51400,1474
51413,51500
51430,3042
51448,406
51464,292888
51539,1881
51613,2570
51623,56186
51628,2168
51660,19013
51713,1196
51906,33119
51935,3700
51957,24601
51960,26900
52041,3350
52059,3924
52116,18428
52150,24174
52183,28549
52187,29573
52192,432
52237,9058
52361,12305
52366,20300
52387,54202
52435,6883
52463,2910
52568,357859
52571,5128
52577,1991
52659,11684
52881,1234
52984,20295
53098,232
53108,337
53117,26758
53209,10392
53222,120966
53236,41095
53329,74171
53351,7362
53396,61574
53423,14843
53495,7208
53562,1170
53592,1739
53618,1711
53685,11323
53729,23099
53921,27582
53986,3202
53987,42743
54023,455
54046,4974
54060,21902
54097,4397
54119,16588
54130,1858
54165,190
54195,31149
54216,122
54241,13268
54269,1452
54271,10743
54272,2617
54304,140949
54322,2470
54361,12032
54372,777
54381,338768
54496,27062
54600,29060
54618,59123
54656,188
54671,21356
54672,6810
54693,25970
54743,28056
54797,390
54809,429266
54820,35867
54833,551
54836,3585
54848,22024
54922,1602
54984,55173
55014,242503
55035,348
55054,847
55061,5270
55077,39804
55101,268
55105,16781
55169,7493
55217,65873
55228,15221
55260,940
55268,4752
55280,9869
55327,81305
55328,34064
55420,16022
55445,10115
55485,9424
55490,1613
55491,31879
55547,76768
55554,42129
55582,201028
55611,911
55696,238
55722,13414
55736,38266
55751,894
55767,36303
55777,39516
55783,121056
55791,30813
55813,5082
55814,87865
55842,4152
55876,5680
55919,1329
55983,46165
55999,1353
56024,4391
56046,5718
56058,101046
56092,41403
56128,5635
56148,12538
56176,45625
56240,19738
56241,5173
56254,388
56263,73166
56293,45517
56299,183033
56324,81746
56331,37524
56360,55280
56454,2569
56540,2091
56563,46539
56578,850
56593,93469
56618,12880
56750,1091
56803,858
56858,570
56868,1497
56885,17920
56905,27312
56910,9196
57035,47695
57040,7068
57051,3103
57108,389438
57173,67677
57194,13399
57362,3410
57398,20991
57523,233
57552,3136
57569,28056
57658,1099866
57667,12766
57730,85523
57738,2155
57761,57059
57764,2934
57773,67781
57788,1220
57790,1290
57806,41106
57817,53708
57891,52281
57939,293445
57962,12033
57980,111189
58006,12607
58077,4846
58143,2053
58148,12548
58193,38623
58257,6400
58267,23671
58294,561
58409,19690
58435,3097
