Article_id,credibility_withoutInline_withMeanTime
1541,62636268232382
1542,18883624595870
1543,6493395677
1544,6208276574664
1545,374722675862
1546,1756916460054
1547,27668442
1548,407044913218
1548,407044913218
1549,119609624274
1550,1133592706663
1551,88550987030
1552,7611866219
1553,10532491060
1554,416356099366
1556,452657275187
1557,35020603709091
1558,23062834956985
1559,66243754909
1560,402901412118288
1562,334985086300
1563,2727347810
1564,72906984929
1564,72906984929
1565,5578345208
1566,210906691825917
1567,23546672168
1568,5815296044847
1569,37420996391
1570,45841993443407
1571,64976214407
1572,2872107124
1573,9760775626949
1574,422500226227
1575,1292256493585
1576,4486118300100
1577,244241186782
1578,6828618263
1579,145235095921
1580,101296748773
1581,65302609783
1583,4313075789799
1584,825553967387
1585,16136622529
1586,17657659327
1587,10124386463
1588,15195838255
1588,15195838255
1589,221481555798
1590,1110507429334208
1591,459937418095157
1591,459937418095157
1592,69001300402629
1593,1061130249608
1594,296507917073
1595,601711514187
1596,951514780433
1597,15139503
1598,174799855
1599,174985023792
1600,946510593517
1601,9104456437002
1602,305686396
1603,83768905
1604,23384410
1605,584298892
1606,1865283285429
1607,2788655704
1607,2788655704
1608,27412
1610,29688
1610,29688
1611,36720
1612,1429601620
1613,13133956578334
1614,1705496623
1615,102503962149
1616,1224091702447
1617,125704287007
1620,7834267461118
1622,12615154
1623,1941102360807495
1624,366516318843055
1625,140929788226849
1627,2767110091613413
1628,42768196473002
1629,45736423278090
1633,14841089274842
1634,38429042021828
1635,10615267747233
1636,2217390725
1637,3350140514
1638,61311951
1639,23760375318093
1640,683538179419269
1641,18166731761
1642,3070087469191
1643,4230636705
1644,427453982442671
1644,427453982442671
1645,1529591284626518
1647,48936695103
1648,62749252552
1649,8313878631430
1650,17278819777677
1650,17278819777677
1651,16736
1652,58105182182
1653,117678112836488
1654,984776601
1655,11047642429
1656,65404994942
1657,14539238463809
1658,457985151247
1659,2161282986173
1660,1570223643504
1661,5924412129547
1662,360787498635
1663,54589841
1664,29779308462
1665,1196691
1667,6526
1668,96060275
1669,2196116311
1670,149679232929
1673,3335586426
1674,27982939713
1676,3401391526793
1677,5828856793697
1678,274738827
1679,4043744771114
1680,23243854634
1682,5535851
1683,30219121271
1684,16595830899
1685,216866825264
1686,4803512395240
1687,1876068709061
1688,67434357995231
1689,222198903
1690,56547829163
1691,12701243
1692,11224636
1693,7221865346
1693,7221865346
1694,5787467
1695,1700169176826601
1696,9360800
1697,1831660055532
1698,920288012890
1699,7964094
1700,7054796374
1701,461902535492909
1701,461902535492909
1702,40996986
1710,23000292197715
1711,18414730474294
1714,267874339
1714,267874339
1715,821109954341595
1716,95516612386
1716,95516612386
1717,451941576586
1718,9316807236
1718,9316807236
1719,9050799253949
1721,10750883367075
1721,10750883367075
1722,54259666481785
1723,9787890543
1724,2096822086675
1725,6225033642
1726,3815194883327
1727,10659251772496
1728,241204568781
1729,783090590
1730,12171305063
1731,25583374137844
1732,225309511510
1733,5234918535287
1734,1285162323906
1735,459423103430
1736,152563190371
1736,152563190371
1737,2360965006139
1738,1554794368
1740,450190566
1741,462624973386
1742,3772594
1743,14529758
1745,28381
1746,286000574
1747,3235696897
1748,17566855939
1749,6885571860
1750,549079560289300
1751,310378008
1752,2325324447
1753,27789935273548
1754,625775862
1755,439972541785
1756,53181285504228
1758,278390664876
1759,1556592223
1760,174858295857
1761,322273195214
1762,9040295206419
1763,230047069
1764,1448964065
1765,1274412138
1766,4857
1767,1002009329882
1768,4232029308
1769,2760
1770,285812119323732
1773,910198889916
1774,5348174049091
1776,1020712531458
1777,21553028345925
1777,21553028345925
1778,5155413678485
1778,5155413678485
1778,5155413678485
1779,1011776186
1781,25790788395260
1783,126919523343965
1784,7757763552202469
1786,6384170202293
1787,25968638215704
1788,498125147
1789,2220925487400
1790,1793162629175
1791,172652095129549
1793,20971651893271
1794,14104294559958
1797,370576435253
1798,2031514301445
1799,3387597086
1800,129584275015345
1801,8992545123
1802,14068686836
1805,95613829325873
1806,8444956335142909
1807,5589142206
1809,733633486
1810,5128036989
1811,27882911
1812,107892035007498
1814,1174122266268834
1820,870780151218
1822,44866060820333
1823,149978063306
1824,1214172
1825,164454671116
1826,16419539825477
1827,34978428501444
1828,1016452127026987
1830,5180
1832,51860837019
1834,177646101950
1835,426108088857
1837,1376608748159
1839,227831909473
1840,68777938102
1841,5064759828177
1842,4177757015942
1844,752875474421506
1845,649691496594379
1847,382800059215
1847,382800059215
1848,1685213
1849,16741773467
1851,312050006649
1853,1005255263022
1854,325261798176245
1855,488799214328318
1857,25747277613513
1858,203941692
1859,255340420891182
1860,19356880035
1862,34944305591865
1864,13998675781914
1866,3573197849
1869,2296795721658
1869,2296795721658
1870,63093392
1871,10465239379307
1872,178250515696
1873,83404719707
1874,1315014298190
1875,26730174031
1876,1494352572
1876,1494352572
1877,56678661
1878,495062530676
1879,92143923572
1880,26111559040
1881,15130673993163
1881,15130673993163
1884,4569448231302520
1884,4569448231302520
1885,676454125992
1887,67972645
1889,5351071861
1890,914682551110027
1893,510616718511
1893,510616718511
1894,6823563665
1896,9718315556043
1897,429144480959988
1898,13251388540
1899,39097953352760
1902,59641913584172
1905,1264872388424
1906,1864283270
1908,339284611
1909,38613825064
1909,38613825064
1910,8913540993035
1911,883613320194
1912,22663063866
1913,10710457795
1914,111938231653898
1915,223294216314
1916,3352435297
1919,319793524
1920,15190935391
1921,37694792485293928
1923,1492586755408
1924,3224703750
1925,411991927102
1926,45666683154
1927,58203304149
1928,96314516
1930,48362780299668616
1931,5555731261
1933,8158001196
1934,2332087938384
1935,8171628
1936,759355638
1937,14231834833290
1938,3191064578671202304
1939,105381897666
1940,9388197595
1941,5319983009239
1942,564678840684832
1943,234140565519223
1944,5906349007465565
1945,1805927710886779
1946,177009493774
1947,19244577
1948,19581895371065
1949,360504996439
1950,3840427198070583
1951,22371653810813
1952,565366
1955,12416183746043
1957,423430095496221
1959,439012585
1960,3226116200
1961,99883681920218160
1962,8515030812161
1963,1664351172561
1965,133173312491706
1966,1399169927844
1967,14901977728138
1968,10377370292200
1969,6443013592302705
1970,3641923285231
1971,12191079634793
1972,148877627
1973,1982253821099053
1974,17239959217969
1975,11471159111593
1976,463615028
1977,6228133450746
1978,5068319595
1979,41975545772606
1980,895887997846744
1981,733297988667454
1985,1028610222
1986,21628179114
1988,2091433849600
1990,26896777290775
1991,509317154
1994,63113999180
1997,58474749907927
1998,1969870909567504
2002,118965669043
2003,13331063743455
2004,1496880007
2006,1475384635519267
2006,1475384635519267
2007,1078917862104151
2009,8083370867131
2011,13589265916869402
2014,187363703
2015,424598263831
2017,894958052888
2018,2820375874203
2019,2584210037400
2020,232318988021
2021,88765750058
2023,126952149246623
2024,78707488411
2025,12838024484
2025,12838024484
2026,11523084070474
2027,45080945310281
2028,228991902
2029,90598628533
2030,1313996259551182
2032,338416470870
2036,6292108947879
2037,10965946042183
2038,4061833445
2039,50989368721367
2041,16367288952876
2042,17345087065720
2043,56004475435487
2043,56004475435487
2045,295106514347
2047,5044647822940193
2049,314536444158
2050,6103
2051,33369794246
2052,28495342130433
2053,8931938831732
2057,2139961
2061,13733632809202
2062,6669277175730
2063,24392428567
2063,24392428567
2063,24392428567
2064,35272811207155
2065,495718682835552
2067,1460107866837775
2070,41035178970513
2070,41035178970513
2071,69637
2075,110710799885297
2076,13072978571625
2077,1166757709109
2078,31708828485498
2079,16220
2080,21153322432381
2082,571377388028
2083,1712070755263
2084,3659749866532070
2085,380950870080390
2086,36832822822
2087,67059009382
2088,41423815284405
2088,41423815284405
2089,38483146443
2090,1732250072222
2093,55325595891
2094,752428854
2095,4644345957
2099,748011241210
2100,3393175252723
2100,3393175252723
2101,740298751071379
2102,1171387429229186
2103,1437553691630340
2104,39499988959420
2106,1109337457742
2108,2247222545426
2110,1400528084068
2112,2753201308634
2113,692778107135
2114,13012269706923
2114,13012269706923
2115,19679906288939
2116,2583489096162425
2117,1764332865338
2118,3979375284471
2120,762068517
2121,548624649317
2122,1112438269769140
2123,500442012
2123,500442012
2125,41464807927
2126,19221458728431
2127,46938367
2128,65120290500705
2129,399365957980765
2130,2102356705851875
2132,6790773
2132,6790773
2134,1861145069256184
2136,14635501663403
2137,15461082548624
2138,51652801
2139,112922969269845
2140,3604811321545377
2141,2035740729266875
2142,149051124833
2142,149051124833
2144,695675430679706
2145,109754828060
2147,17921870124849
2148,2263892926553
2148,2263892926553
2149,2241158706064
2149,2241158706064
2150,91358302
2151,61611930738
2151,61611930738
2152,3360138358141330
2153,493005312697
2154,224187566660637568
2154,224187566660637568
2155,1366808881
2156,7870917383861736
2160,5350485585659
2161,23957519445
2162,172851596458880
2163,486868396204
2164,13459269
2165,43315726
2166,173258173908
2167,21504261969
2170,1406053615208
2171,362197627153
2174,3553203025743497
2175,42181779346140
2176,119151666531809
2176,119151666531809
2178,1382719945899606
2179,1098374738113
2180,177392149729
2185,857131264780519
2186,2081390479818
2187,143642073750568
2187,143642073750568
2188,2356910106
2190,11347432
2192,20539919901289
2193,11491084619238
2194,28645919999085
2195,18462089476020
2195,18462089476020
2196,33451735487518
2196,33451735487518
2197,183304452042484
2198,853000019804
2199,130905040066830
2200,14152621047
2201,15195120452
2202,2378545258711
2203,22624239433282
2204,2608304022039633
2205,24235897745
2206,53124
2207,33699243662
2208,2649626376324
2209,26152418906
2210,1491142776100
2213,2705859437
2215,757563068670830
2216,119741359240309
2217,66354160018565
2218,227287124749
2219,3737563518207901
2221,212371615561
2222,823891051372135
2224,35803042623857
2226,11054265363499
2226,11054265363499
2227,25273561
2230,165136227491
2230,165136227491
2232,78052072005
2233,34545904895439
2234,1066727278237942
2235,535825553
2236,12687431778571
2237,1033277089785
2238,71459144469
2239,9120883020768
2240,1173215855
2241,126967437319133
2242,35879848660
2243,6617740374622
2244,292750917450
2245,153474854221
2246,6780079376357
2246,6780079376357
2247,10318786570580
2249,4196607
2250,3382261314456929
2251,362382678400
2254,296045956499
2254,296045956499
2255,4481547
2257,944848780069667
2259,43842118824
2264,972193854
2268,4617717383160
2269,475151
2269,475151
2270,9540814721679
2271,477975442
2273,2036444721976283
2274,25490179505703
2278,310257019917
2279,28350375737569
2282,1287186579135
2283,535258603874
2284,490977923039
2286,9208240054663
2287,507073597851
2287,507073597851
2288,22482942899
2289,1070073984638
2290,139883
2293,15240514551741
2293,15240514551741
2295,186270136
2296,740703352122
2299,1168558971
2300,20188380030792
2300,20188380030792
2303,2188624391440259
2303,2188624391440259
2304,33215715602
2305,7349379323593
2306,9116630314
2308,66418793338
2310,75019959068107
2310,75019959068107
2313,85182084395
2314,1130456937860
2315,35220545517951
2316,1551985754515
2318,11278971848420
2319,15238948
2320,88543786
2321,714952004454021
2322,18098959026
2323,1646729154668
2326,23750690486457
2328,140027350589180
2329,22342384
2330,30015266946
2331,748537820
2331,748537820
2332,42523932910
2333,615756413285
2335,1309751791198
2338,42199384503804
2339,8395233719
2339,8395233719
2340,16373508055
2341,58728914929
2343,336750211096
2345,7626261482076
2345,7626261482076
2346,1353169599419
2348,23695061740513
2349,945143165081
2355,122515877
2356,31403331533927
2357,1849498925566762
2358,545648112948090
2359,100715387527
2360,173475553666
2362,1195881766498893
2363,2294021933981
2368,156211393204123
2369,83021842200453
2371,55901042900391
2372,19884385675
2375,2612807986040651
2376,3381351780308
2377,4026398155410705
2377,4026398155410705
2379,109184433
2380,16144605294817
2381,3783137025
2382,404480268501
2383,88560156651
2384,74390859401
2386,2079622763911185
2388,3904939900600499
2389,29315928620
2390,1461898767819
2391,801486602741
2392,2182669593178
2393,6092876493497
2393,6092876493497
2394,15466522967
2395,18035979943926
2396,22537443042107
2397,89429168025139
2398,87448183739
2398,87448183739
2399,1705718386920
2399,1705718386920
2400,557981260515603
2402,143375300443446
2402,143375300443446
2403,1736166080038177
2405,522402180944
2406,3678786282975
2408,23551640807548
2409,2622350379
2411,5814206203111
2412,1515412122
2414,513200662857
2415,31085204135207
2416,8039470479932
2417,278336043317402
2418,34225155579666
2419,28784350
2420,53827160847058072
2421,45222745
2422,10602877791452
2425,1911290577221398
2427,350133546493
2428,13613235738525
2429,111728590
2431,862847785915
2432,70986013775
2433,1854024313688
2434,11645
2435,303080768758
2436,293858325995
2439,92079272867
2440,230750307482
2441,17668460211
2442,253374776685938
2443,913848319253
2444,347866547092
2446,22679824
2447,2756777187301607
2447,2756777187301607
2447,2756777187301607
2448,386693248826
2452,481213624
2453,389433697
2457,720405196042447
2459,94195645
2460,431191180772511
2461,796722720
2463,240091430180036
2465,2957183852714
2466,7498051695288
2467,709985848427
2469,943983722
2470,421542300
2471,23207172828
2472,37706502485689
2473,54999055655
2474,31652017575
2475,1264682579
2475,1264682579
2476,6088764749
2477,2266589906
2477,2266589906
2478,2359900262
2482,8983386468181
2482,8983386468181
2483,15174699573365
2484,3193113891
2486,31937402202
2487,5106676195
2489,579368396
2490,2273003071
2493,6985906869132938
2494,9548934066135
2495,71643378
2496,309251
2499,187903645585968
2500,3377699583330
2501,510113356
2502,6491808216
2503,42713830131746
2504,80107769937137
2504,80107769937137
2506,24167548343
2508,4577439530641192
2509,146440567
2510,804169119779
2510,804169119779
2511,36233207647
2512,2610258722312
2512,2610258722312
2514,225781396474
2519,453865144652
2520,184421169093
2523,15094107
2524,53500690490356
2525,1476
2526,31179072049
2528,10605968725
2529,3581051738
2531,106881023
2533,3059
2534,123218681745154
2536,6061240330
2537,45118682
2539,66199277989413
2542,3062234
2543,5146689560187
2544,4102416323692
2546,6280719513180
2547,46570071704548
2551,9829194559
2552,218582667808
2552,218582667808
2553,2269343928069
2557,114853
2558,367171810083
2559,10022623070
2560,1373569693857
2561,50073691
2563,19889836285932
2564,28170634517346
2565,3113
2568,4643
2568,4643
2572,228927
2573,81905272389
2574,9772550029
2575,336624482898820
2577,478066502466
2578,4732663173
2580,42236446
2581,2648765655452
2582,15552905
2583,296452663842
2584,1445920424
2585,5245252
2586,49777766
2589,4921
2592,404595896626
2593,1099513205338264
2594,2278929592825948
2597,26694379788490
2598,21925531008256
2599,98264900
2602,29380752014
2603,4824137592
2604,8259232
2605,21217107
2606,13103036166
2607,130536841858
2608,6085265366294
2609,335732609192
2610,82701862905
2612,1971660839
2613,962821473531
2613,962821473531
2616,610989249599
2617,47666046786600
2618,15911184400860744
2619,5483849266
2619,5483849266
2620,1625940763
2621,1548086441
2621,1548086441
2622,32894225230
2623,2877303135
2624,1243426437819702
2626,319216914298
2626,319216914298
2627,784467632028255
2628,1007231362121
2629,49305751441
2630,441904188
2630,441904188
2631,1990584633308
2632,10585896912
2633,14989106872
2634,75750415758
2635,75562267
2637,224175485193
2638,16567543
2639,2638213267219
2640,223351929378
2641,107088067968
2642,164249507277923
2643,5802807471
2644,84402461573
2645,3519387328064
2645,3519387328064
2646,127856721444
2646,127856721444
2647,47649347
2654,5133399330
2654,5133399330
2661,763182424616
2662,395318790626
2663,28585374351
2664,170991256416
2665,26855563492
2666,2280732977919233
2667,102383478573
2668,585238971276
2670,6178410504914
2671,8969700046548
2672,253483691
2673,6004614012940
2673,6004614012940
2674,176022994391
2675,10837670
2676,98029971135785
2677,2421742334
2678,261118980917
2679,517818944
2680,916557930
2681,125269034873
2682,151845829604
2682,151845829604
2683,180129242437
2684,399507145
2685,33713447748
2686,195058569188
2687,1047365872062
2688,24708244520687
