Article_id,credibility_withoutUser_Count
1527,20532362278
1528,1397674471
1529,329698568886
1530,61562774287861
1531,85293203656
1535,10469748857
1536,23046511500
1537,12709258581152112
1538,6761445748
1539,1217657628658
1540,23722909500390
1541,62636268667821
1542,18883624607937
1543,6493394658
1544,6208276560902
1545,374722675528
1546,1756916465876
1547,27666785
1548,407044916329
1548,407044912213
1549,119609622811
1550,1133592712336
1551,88550989495
1552,7611867016
1553,10532490960
1554,416356095290
1556,452657275044
1557,35020603717971
1558,23062834943857
1559,66243755498
1560,402901412121113
1562,334985087098
1563,2727346852
1564,72906984525
1564,72906983214
1565,5578342412
1566,210906691852153
1567,23546670640
1568,5815296035631
1569,37420971456
1570,45841993448336
1571,64976214379
1572,2872102564
1573,9760775616100
1574,422500220813
1575,1292256495829
1576,4486118297147
1577,244241184199
1578,6828617039
1579,145235097141
1580,101296748553
1581,65302608648
1583,4313075801826
1584,825553960064
1585,16136622125
1586,17657658214
1587,10124384724
1588,15195837719
1588,15195843124
1589,221481558363
1590,1110507429426078
1591,459937418109464
1591,459937418019528
1592,69001300406434
1593,1061130255181
1594,296507920473
1595,601711516359
1596,951514786848
1597,15137839
1598,174794962
1599,174985025111
1600,946510593822
1601,9104456438484
1602,305685263
1603,83767343
1604,23382678
1605,584297080
1606,1865283286746
1607,2788653836
1607,2788664409
1608,257
1610,26410
1610,49510
1611,34414
1612,1429596136
1613,13133956647945
1614,1705491853
1615,102503961929
1616,1224091707248
1617,125704285825
1620,7834267465487
1622,12609605
1623,1941102360261881
1624,366516318683870
1625,140929788200139
1627,2767110091790869
1628,42768196791558
1629,45736423646158
1633,14841089318556
1634,38429042012318
1635,10615267741428
1636,2217374245
1637,3350139284
1638,61308936
1639,23760375531327
1640,683538179410624
1641,18166726737
1642,3070087473653
1643,4230635436
1644,427453982498247
1644,427453982406612
1645,1529591284999549
1647,48936694408
1648,62749248260
1649,8313878651361
1650,17278820091417
1650,17278819754297
1651,16
1652,58105182199
1653,117678112775158
1654,984775367
1655,11047641063
1656,65404994497
1657,14539238535617
1658,457985164392
1659,2161283030553
1660,1570223665189
1661,5924412161409
1662,360787507457
1663,54585175
1664,29779308853
1665,1191373
1667,626
1668,96059601
1669,2196114215
1670,149679229520
1673,3335582319
1674,27982933217
1676,3401391538401
1677,5828856814112
1678,274734937
1679,4043744784061
1680,23243851283
1682,5531929
1683,30219120475
1684,16595831696
1685,216866826008
1686,4803512410324
1687,1876068712607
1688,67434358546362
1689,222197441
1690,56547830030
1691,12699604
1692,11222525
1693,7221858412
1693,7221868456
1694,5784034
1695,1700169176926652
1696,9357490
1697,1831660051676
1698,920288020127
1699,7960871
1700,7054795869
1701,461902535381741
1701,461902535302844
1702,40994204
1710,23000292420277
1711,18414730710449
1714,267873056
1714,267881376
1715,821109954590481
1716,95516611701
1716,95516611026
1717,451941576356
1718,9316805645
1718,9316822256
1719,9050799258935
1721,10750883356352
1721,10750883346407
1722,54259666514242
1723,9787889708
1724,2096822085936
1725,6225029982
1726,3815194883493
1727,10659251785461
1728,241204571437
1729,783088998
1730,12171304154
1731,25583374116962
1732,225309510078
1733,5234918541165
1734,1285162323589
1735,459423100676
1736,152563189340
1736,152563194899
1737,2360964997937
1738,1554792856
1740,450186670
1741,462624973758
1742,3769602
1743,14527541
1745,626
1746,285998953
1747,3235697067
1748,17566851924
1749,6885570084
1750,549079560300381
1751,310376427
1752,2325322931
1753,27789935256932
1754,625774119
1755,439972546687
1756,53181285503724
1758,278390666099
1759,1556590590
1760,174858298842
1761,322273198827
1762,9040295212792
1763,230045553
1764,1448962640
1765,1274413916
1766,82
1767,1002009326238
1768,4232027699
1769,1297
1770,285812119226049
1773,910198885251
1774,5348174050192
1776,1020712484269
1777,21553028571419
1777,21553028246171
1778,5155413688486
1778,5155413663989
1778,5155413681974
1779,1011774320
1781,25790788646313
1783,126919523266924
1784,7757763552207152
1786,6384170158842
1787,25968638493388
1788,498123242
1789,2220925482781
1790,1793162630820
1791,172652095154240
1793,20971652101559
1794,14104294770703
1797,370576409877
1798,2031514298368
1799,3387591810
1800,129584275027301
1801,8992539530
1802,14068684439
1805,95613829356038
1806,8444956333584829
1807,5589139735
1809,733631706
1810,5128035437
1811,27878481
1812,107892034984382
1814,1174122266048238
1820,870780125520
1822,44866060735841
1823,149978055501
1824,1212016
1825,164454674420
1826,16419540068434
1827,34978428744641
1828,1016452127055768
1830,157
1832,51860835432
1834,177646097322
1835,426108090554
1837,1376608743382
1839,227831900158
1840,68777938478
1841,5064759838264
1842,4177757024961
1844,752875474277964
1845,649691496492311
1847,382800060182
1847,382800056222
1848,1681609
1849,16741773256
1851,312050009422
1853,1005255271764
1854,325261798198351
1855,488799214311440
1857,25747277605474
1858,203940513
1859,255340420926850
1860,19356878705
1862,34944305885085
1864,13998675788323
1866,3573196652
1869,2296795718523
1869,2296795741046
1870,63091370
1871,10465239389663
1872,178250529300
1873,83404718442
1874,1315014298186
1875,26730173469
1876,1494348547
1876,1494353662
1877,56676340
1878,495062537287
1879,92143926643
1880,26111559054
1881,15130673931298
1881,15130673886867
1884,4569448231157796
1884,4569448231134388
1885,676454123546
1887,67971888
1889,5351068805
1890,914682551139660
1893,510616719299
1893,510616717731
1894,6823564923
1896,9718315553696
1897,429144480897744
1898,13251387265
1899,39097953331366
1902,59641913559004
1905,1264872385547
1906,1864282194
1908,339283103
1909,38613823312
1909,38613822212
1910,8913540992222
1911,883613301809
1912,22663064081
1913,10710456751
1914,111938231652838
1915,223294210096
1916,3352434841
1919,319792258
1920,15190934923
1921,37694792484223248
1923,1492586714478
1924,3224701264
1925,411991926912
1926,45666680226
1927,58203302537
1928,96312970
1930,48362780299992864
1931,5555728367
1933,8157999538
1934,2332087931493
1935,8169642
1936,759333136
1937,14231834721359
1938,3191064578670966272
1939,105381897446
1940,9388199558
1941,5319983010565
1942,564678840749040
1943,234140565549536
1944,5906349007472102
1945,1805927711048054
1946,177009492291
1947,19242880
1948,19581895420668
1949,360504995411
1950,3840427198312340
1951,22371653790115
1952,557536
1955,12416183738166
1957,423430095486541
1959,439007272
1960,3226114938
1961,99883681920519680
1962,8515030802787
1963,1664351167314
1965,133173312471219
1966,1399169929111
1967,14901977724210
1968,10377370288683
1969,6443013592552473
1970,3641923283104
1971,12191079630079
1972,148875220
1973,1982253820738739
1974,17239959423005
1975,11471159132098
1976,463613517
1977,6228133448814
1978,5068319059
1979,41975545753283
1980,895887997830974
1981,733297988577249
1985,1028607546
1986,21628178527
1988,2091433839995
1990,26896777578195
1991,509314724
1994,63113996616
1997,58474749933460
1998,1969870909468542
2002,118965667540
2003,13331063740927
2004,1496877673
2006,1475384635268157
2006,1475384635138557
2007,1078917862029721
2009,8083370885843
2011,13589265916581132
2014,187361369
2015,424598263636
2017,894958051316
2018,2820375873287
2019,2584210046835
2020,232318986732
2021,88765749980
2023,126952149222077
2024,78707488075
2025,12838023600
2025,12838045225
2026,11523084096745
2027,45080945294070
2028,228990970
2029,90598619259
2030,1313996259406391
2032,338416457193
2036,6292108970947
2037,10965946041567
2038,4061832181
2039,50989368719244
2041,16367288802561
2042,17345087081829
2043,56004475447179
2043,56004475453596
2045,295106457940
2047,5044647822810162
2049,314536442434
2050,626
2051,33369790717
2052,28495342125100
2053,8931938815514
2057,2137544
2061,13733632807737
2062,6669277074240
2063,24392427694
2063,24392429806
2063,24392440594
2064,35272811211086
2065,495718682842347
2067,1460107866902119
2070,41035178986924
2070,41035178959276
2071,68907
2075,110710799935732
2076,13072978563770
2077,1166757707195
2078,31708828494260
2079,257
2080,21153322434645
2082,571377381664
2083,1712070749179
2084,3659749866558891
2085,380950870085018
2086,36832820535
2087,67059007791
2088,41423815283382
2088,41423815283814
2089,38483138684
2090,1732250072095
2093,55325594802
2094,752427394
2095,4644345098
2099,748011243259
2100,3393175251820
2100,3393175279617
2101,740298751083113
2102,1171387429525132
2103,1437553691928837
2104,39499988950694
2106,1109337459676
2108,2247222543384
2110,1400528090355
2112,2753201309974
2113,692778106335
2114,13012269712165
2114,13012269689428
2115,19679906286923
2116,2583489096174957
2117,1764332861599
2118,3979375278940
2120,762066930
2121,548624649473
2122,1112438269696331
2123,500440568
2123,500458403
2125,41464807564
2126,19221458729541
2127,46936490
2128,65120290567263
2129,399365958087800
2130,2102356705881542
2132,6765205
2132,6765426
2134,1861145069331218
2136,14635501656192
2137,15461082551408
2138,51648277
2139,112922969814053
2140,3604811321747521
2141,2035740729322932
2142,149051130069
2142,149051127570
2144,695675430391154
2145,109754828136
2147,17921870095706
2148,2263892934492
2148,2263892929173
2149,2241158712701
2149,2241158702621
2150,91355428
2151,61611929242
2151,61611951642
2152,3360138358095657
2153,493005308458
2154,224187566660193568
2154,224187566659547296
2155,1366805547
2156,7870917383692727
2160,5350485589525
2161,23957517804
2162,172851596377732
2163,486868393518
2164,13456067
2165,43313984
2166,173258088012
2167,21504260549
2170,1406053613925
2171,362197628556
2174,3553203025316678
2175,42181779422166
2176,119151666509314
2176,119151666714106
2178,1382719945757792
2179,1098374730236
2180,177392150474
2185,857131264541768
2186,2081390442216
2187,143642073768182
2187,143642073725942
2188,2356908320
2190,11316512
2192,20539920118484
2193,11491084625178
2194,28645920271196
2195,18462089560152
2195,18462089218008
2196,33451735845156
2196,33451735411816
2197,183304452050543
2198,853000022176
2199,130905040070109
2200,14152619280
2201,15195112927
2202,2378545257075
2203,22624239434832
2204,2608304022114690
2205,24235897539
2206,38416
2207,33699249164
2208,2649626338859
2209,26152417642
2210,1491142809634
2213,2705857542
2215,757563068673808
2216,119741359275801
2217,66354159997028
2218,227287124191
2219,3737563518342848
2221,212371620968
2222,823891051491458
2224,35803042964322
2226,11054265322242
2226,11054265319791
2227,25270738
2230,165136226385
2230,165136266748
2232,78052067613
2233,34545904898214
2234,1066727278238499
2235,535823738
2236,12687431780156
2237,1033277086480
2238,71459142193
2239,9120883027822
2240,1173215682
2241,126967437299175
2242,35879841786
2243,6617740356096
2244,292750916120
2245,153474856877
2246,6780079372388
2246,6780079361667
2247,10318786605352
2249,4190290
2250,3382261314455018
2251,362382674429
2254,296045934286
2254,296045964671
2255,4477520
2257,944848780103306
2259,43842017398
2264,972194336
2268,4617717427666
2269,456977
2269,460576
2270,9540814684280
2271,477968931
2273,2036444722326838
2274,25490179514644
2278,310256996012
2279,28350375990428
2282,1287186585663
2283,535258602040
2284,490977924019
2286,9208240054478
2287,507073596637
2287,507073592381
2288,22482944236
2289,1070073984497
2290,134934
2293,15240514490124
2293,15240514473009
2295,186268048
2296,740703357142
2299,1168558034
2300,20188380003701
2300,20188379967445
2303,2188624391535962
2303,2188624391359563
2304,33215715175
2305,7349379311678
2306,9116621442
2308,66418788534
2310,75019958936100
2310,75019958884935
2313,85182084651
2314,1130456931273
2315,35220545768200
2316,1551985753924
2318,11278971846613
2319,15236803
2320,88529537
2321,714952004043062
2322,18098959211
2323,1646729150324
2326,23750690758853
2328,140027350589077
2329,22340427
2330,30015266524
2331,748536076
2331,748547064
2332,42523924469
2333,615756409218
2335,1309751792220
2338,42199384504677
2339,8395233034
2339,8395296766
2340,16373506257
2341,58728919169
2343,336750211629
2345,7626261564995
2345,7626261454155
2346,1353169603495
2348,23695061736553
2349,945143163572
2355,122509766
2356,31403332478055
2357,1849498925797543
2358,545648113124595
2359,100715388134
2360,173475555445
2362,1195881766561030
2363,2294021936489
2368,156211393201908
2369,83021842228537
2371,55901042898281
2372,19884386848
2375,2612807986284024
2376,3381351778573
2377,4026398155706978
2377,4026398155270541
2379,109181722
2380,16144605268968
2381,3783135975
2382,404480274886
2383,88560154701
2384,74390858498
2386,2079622764207368
2388,3904939900698598
2389,29315927306
2390,1461898764313
2391,801486600580
2392,2182669591785
2393,6092876504435
2393,6092876513255
2394,15466516779
2395,18035980185072
2396,22537443024036
2397,89429168043929
2398,87448177468
2398,87448219812
2399,1705718372993
2399,1705718356368
2400,557981260459263
2402,143375300389125
2402,143375300365389
2403,1736166080057726
2405,522402192563
2406,3678786284930
2408,23551640835928
2409,2622348418
2411,5814206175351
2412,1515410269
2414,513200679776
2415,31085204142784
2416,8039470478337
2417,278336043325149
2418,34225155874135
2419,28783514
2420,53827160846467280
2421,45212201
2422,10602877778883
2425,1911290577220821
2427,350133546449
2428,13613235748694
2429,111725189
2431,862847783716
2432,70986010649
2433,1854024305185
2434,1765
2435,303080766045
2436,293858317970
2439,92079272485
2440,230750306900
2441,17668462202
2442,253374776657102
2443,913848279229
2444,347866545241
2446,22667130
2447,2756777187277866
2447,2756777187192417
2447,2756777187403617
2448,386693247353
2452,481212106
2453,389430805
2457,720405196054134
2459,94193664
2460,431191179627300
2461,796721358
2463,240091430250185
2465,2957183860310
2466,7498051710287
2467,709985848206
2469,943982610
2470,421539909
2471,23207172010
2472,37706502502332
2473,54999051370
2474,31652009399
2475,1264681067
2475,1264896242
2476,6088763521
2477,2266587796
2477,2266602084
2478,2359898887
2482,8983386397846
2482,8983386408850
2483,15174699750797
2484,3193105059
2486,31937400744
2487,5106675197
2489,579364904
2490,2273001265
2493,6985906869156079
2494,9548934063421
2495,71639321
2496,279857
2499,187903645568978
2500,3377699288728
2501,510110288
2502,6491807339
2503,42713830138917
2504,80107769873474
2504,80107769828546
2506,24167550587
2508,4577439530641121
2509,146410169
2510,804169129134
2510,804169119387
2511,36233206038
2512,2610258726389
2512,2610258717182
2514,225781391109
2519,453865145521
2520,184421167776
2523,15091507
2524,53500690508946
2525,1
2526,31179071349
2528,10605967724
2529,3581047315
2531,106879096
2533,730
2534,123218681804790
2536,6061240371
2537,45113836
2539,66199277995148
2542,3055513
2543,5146689548306
2544,4102416324214
2546,6280719532527
2547,46570071639070
2551,9829193545
2552,218582666229
2552,218582670632
2553,2269343926023
2557,106747
2558,367171808742
2559,10022621915
2560,1373569701400
2561,50070452
2563,19889836287058
2564,28170634751206
2565,1090
2568,82
2568,20817
2572,227212
2573,81905268252
2574,9772546237
2575,336624482769508
2577,478066501856
2578,4732663354
2580,42234903
2581,2648765601786
2582,15550382
2583,296452665777
2584,1445900794
2585,5242317
2586,49773089
2589,44
2592,404595900478
2593,1099513205310921
2594,2278929592591938
2597,26694379789923
2598,21925531003507
2599,98263835
2602,29380751139
2603,4824136777
2604,8256053
2605,21215432
2606,13103034927
2607,130536841179
2608,6085265372724
2609,335732609260
2610,82701865067
2612,1971656132
2613,962821476844
2613,962821473772
2616,610989216955
2617,47666046785853
2618,15911184516721322
2619,5483847770
2619,5483849018
2620,1625939567
2621,1548085857
2621,1548105681
2622,32894225899
2623,2877301993
2624,1243426437977000
2626,319216914994
2626,319216915351
2627,784467632092097
2628,1007231357654
2629,49305751362
2630,441902580
2630,441905836
2631,1990584636992
2632,10585896841
2633,14989107925
2634,75750416046
2635,75559620
2637,224175482589
2638,16564936
2639,2638213281814
2640,223351930213
2641,107088067785
2642,164249507272052
2643,5802783012
2644,84402451841
2645,3519387324226
2645,3519387319798
2646,127856722743
2646,127856720206
2647,47637620
2654,5133394998
2654,5133394962
2661,763182417873
2662,395318792037
2663,28585373293
2664,170991254366
2665,26855562661
2666,2280732977924010
2667,102383478794
2668,585238974807
2670,6178410508454
2671,8969700059132
2672,253478322
2673,6004614014124
2673,6004614030420
2674,176022997416
2675,10835643
2676,98029971136332
2677,2421741504
2678,261118978545
2679,517817620
2680,916556800
2681,125269034460
2682,151845829525
2682,151845826340
2683,180129242164
2684,399505585
2685,33713447443
2686,195058568495
2687,1047365870725
2688,24708244521350
2689,58069664112
2690,99377927
