Article_id,credibility_withoutUser_Count
2691,57401677977
2691,57401680609
2692,108831359648
2693,127350738113462
2694,1557717371244
2695,22073701851483
2696,5017679388
2697,82
2698,182569997863
2699,851884797331
2700,3882536941
2701,883215869391
2701,883215874187
2702,424545541
2703,102646363064193
2704,3755754034566485
2705,42926727874589
2707,154140697
2709,614634032174181
2710,26349145678
2711,287708426304616
2712,2381281626217
2713,4330869137
2713,4330872197
2714,470829867873
2715,14619557942252
2716,22237826066
2717,24407977016
2718,10735596237506
2719,786017305
2720,82322053975
2721,26317990009931
2722,21064092090
2723,62821331421715
2724,2288036925678
2725,1
2726,56228924631
2728,358477486
2729,538004907
2732,38816478211
2733,32667651736323
2734,20326271146846
2735,40332637001003
2736,2369898137596
2738,2585797989342
2739,2416607570
2740,57535402932
2741,16041056310
2742,226954549
2745,33942663212198
2746,10405088253
2747,150490614043
2749,260697840312
2749,260697836568
2751,19554100
2752,128551472362777
2753,2853475223984
2754,49237231744
2756,3824344659016
2758,117629794633
2759,2009355
2760,43931168
2761,18269812916298
2762,9626953581
2762,9626963360
2763,535556524190
2764,115323407518
2766,41996723842
2767,8949492858993
2768,75875749
2769,7345881210
2770,33308385256
2771,441238290925892
2778,244425675006563
2779,350878207088773
2780,1998739106030
2781,3407799403599
2782,6300287254464
2783,6691219356488
2784,13924097047163
2785,17748847960
2786,17442202324116
2787,103640113808756
2787,103640113777121
2788,1144318209734
2790,106288196474475
2792,705376077793637
2795,635976012263319
2799,289590572421
2802,1035960140045
2803,32888383819188
2804,181063972
2807,98058855843472
2809,10713741
2810,28548834805
2812,2734257576933
2813,921903910012
2815,6360165881241
2819,48278802834866
2820,30978409914
2822,97923967999
2822,97924650096
2823,5649833414418
2824,14572755577740
2826,3700967380
2827,8888930255
2828,22785405451
2829,141158165
2830,8890170947
2832,1337706592762955
2833,44340099
2834,726724248099661
2835,551685759773
2836,285033706010
2837,7691377
2838,3076398880289
2839,63029706092092
2840,155344387930
2842,3111696
2843,5801412250
2844,89149254389592
2846,216168006537
2847,409538794885523
2848,987027889
2849,62059101434837
2850,3959649753
2850,3959648521
2851,10641410797269
2853,315796074
2854,14545891121
2856,29413280773
2858,826199663330
2861,819906659601325
2862,32864953097
2864,280166469918542
2865,126435813129
2866,46604701391
2867,722302604593531
2868,35282902746
2869,45450251101
2870,52286530943001
2871,173153208
2872,1251446470
2873,82
2875,15839706474294
2876,3745
2877,3067961494714
2878,9771975281
2880,104977
2881,106503536647
2883,131381778856
2885,369443220929
2889,1441191851553
2890,543888139551
2893,12456514823637
2894,769730761
2896,6765457
2897,561919479
2899,51090870999
2900,52242979881
2900,52242998581
2902,12444741172
2904,37454481
2905,55177775105236
2906,9377526863701
2907,7525657469
2908,27773997791
2909,15431021033300468
2911,43712863917519
2912,2054446357
2913,401820084391
2914,257
2915,2250460402
2916,19835705921
2917,409642154016
2919,1954412733309
2920,3367838624
2923,56866940856401
2925,66085990446264
2926,16
2927,19202652140289
2928,1984354218463
2929,3896677
2934,476576947257818
2935,923023083
2936,270787531331
2938,4215244
2939,4483776197
2940,6859027326642
2941,236218240459
2942,20384760070408
2943,21172066316424
2944,42613584687557152
2945,3450416491
2945,3450422454
2947,47459096861
2948,243194952304
2950,365960952152
2952,2212711295210
2953,545678928505406
2955,197766235316
2956,39963688869
2957,28254223396
2959,979308998446
2959,979308999226
2961,74754974544378
2963,2146708541140432
2964,499835618
2964,499835449
2965,510906306540956
2966,1068458711
2968,62002225
2969,57
2970,26899408
2971,6793150675
2972,14745341164637
2973,1202070512554135
2974,7681774113475
2975,7718657633869
2978,752983881767363
2980,805992200
2981,72882798278
2983,742953418171588
2984,7026760484
2985,16848562
2986,1155572067111
2987,12863675659952
2988,15682512090724
2988,15682511833816
2989,48356723491974
2990,1882669
2991,1001814
2992,3155430638655
2994,16976594441431
2995,789843664662843
2997,62676287093
2999,94445085938
3000,18990063279
